id,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Latitude,Longitude,Subgroup,Family
1423,Jicarilla Apache,United States of America,USA,apj,Severely endangered,Jicarilla,,300.0,36.9336,-106.9984,,
1424,Kandas,Papua New Guinea,PNG,kqw,Vulnerable,,,300.0,-4.4121,152.7868,,
1425,Kangjia,China,CHN,kxs,Severely endangered,,,300.0,36.0757,102.2991,,
1426,Kaxarari,Brazil,BRA,ktx,Critically endangered,"Caxarari, Kaxariri",,300.0,-9.5682,-66.1596,,
1427,Kwansu,Indonesia,IDN,kja,Vulnerable,Mlap,,300.0,-2.5383,140.2061,,
1428,Legenyem,Indonesia,IDN,lcc,Vulnerable,Laganyan,,300.0,-0.3186,130.7345,,
1429,Mandaic,"Iran (Islamic Republic of), Iraq","IRN, IRQ",mid,Critically endangered,"Mandayi, Ratna, Neo-Mandaic, Modern Mandaic",,300.0,31.3348,48.7023,,
1430,Mangareva,French Polynesia (France),PYF,mrv,Severely endangered,"Mangarevan, Ma'areva",,300.0,-23.1226,-134.97799999999998,,
1431,Mani,"Guinea, Sierra Leone","GIN, SLE",buy,Critically endangered,"Mmani Bullom, Bullom So",,300.0,9.1129,-13.2165,,
1432,Maniq,Thailand,THA,tnz,Definitely endangered,"Tonga, Mos, Ten'en",,300.0,7.35,99.9333,,
1433,Mono,Cameroon,CMR,mnr,Critically endangered,,,300.0,8.6679,14.1723,,
1434,Northern Paiute (Oregon),United States of America,USA,pao,Critically endangered,Paviotso,,300.0,43.5883,-119.0595,,
1435,Phong,Lao People's Democratic Republic,LAO,"hnu, tmk",Definitely endangered,,,300.0,18.3333,105.0,,
1436,Shanenawa,Brazil,BRA,ywn,Vulnerable,,,300.0,-8.1014,-70.2129,,
1437,Sissano,Papua New Guinea,PNG,sso,Critically endangered,,,300.0,-3.0129,142.0491,,
1438,Skolt Saami,"Finland, Norway, Russian Federation","FIN, NOR, RUS",sms,Severely endangered,,sää´mǩiõll,300.0,69.5333,28.6269,,
1439,Tarpia,Indonesia,IDN,suf,Severely endangered,Sufrai,,300.0,-2.3723,140.0317,,
1440,Tause,Indonesia,IDN,tad,Vulnerable,"Doa, Darha",,300.0,-2.8744,136.2469,,
1441,Thaayorre,Australia,AUS,thd,Definitely endangered,"Kuuk Thaayorre, Kuuk Thaayoore, Kuuk Thaayorre, Thaayore, Thayorre, Taior, Gugudayor, Kuktayor, Kukudayore, Behran.",,300.0,-15.0867,141.7167,,
1442,Tlingit (United States of America),United States of America,USA,tli,Critically endangered,Tlinkit,,300.0,58.333999999999996,-133.7475,,
1443,Tol,Honduras,HND,jic,Critically endangered,"Tolpan, Tolupan, Jicaque",,300.0,15.293,-87.1416,,
1444,Tsakonian,Greece,GRC,tsd,Critically endangered,τσακωνικά (in Greek),,300.0,37.1712,22.7911,,
1445,Ute (Utah),United States of America,USA,ute,Severely endangered,,,300.0,40.2329,-109.8223,,
1446,Vedda,Sri Lanka,LKA,ved,Definitely endangered,Veddha; Veda; Weda; Weddo; Beda; Bedda; Vaedda,,300.0,7.346,81.3935,,
1447,Vera'a,Vanuatu,VUT,vlr,Definitely endangered,Vatrata,,300.0,-13.872,167.4323,,
1448,Warapu,Papua New Guinea,PNG,wra,Severely endangered,,,300.0,-2.9876,141.9838,,
1449,Waru,Indonesia,IDN,wru,Definitely endangered,Mopute,,300.0,-3.4393,121.9921,,
1450,Yawarana,Venezuela (Bolivarian Republic of),VEN,yar,Severely endangered,,,300.0,5.3863,-66.0058,,
1451,Yimas,Papua New Guinea,PNG,yee,Severely endangered,,,300.0,-4.6038,143.6077,,
1452,Tilapa Otomí,Mexico,MEX,otl,Severely endangered,ñu'hü,,292.0,18.8923,-99.2986,,
1453,Paumarí,Brazil,BRA,pad,Severely endangered,Palmari,,290.0,-5.8947,-64.5996,,
1454,Wayana (Brazil),Brazil,BRA,way,Vulnerable,"Waiana, Uaiana",,288.0,1.3182,-55.2612,,
1455,Achagua,Colombia,COL,aca,Severely endangered,"Xagua, Ajagua, Axagua",,283.0,4.434,-70.8837,,
1456,Guajá,Brazil,BRA,gvj,Vulnerable,"Awá, Avá",,283.0,-3.4914,-46.2963,,
1457,Maniwaki Algonquin,Canada,CAN,alq,Severely endangered,,,280.0,46.3392,-76.0485,,
1458,Alabama,United States of America,USA,akz,Definitely endangered,,,275.0,30.7158,-94.7028,,
1459,Cocopa (Arizona),United States of America,USA,coc,Severely endangered,Cucapá,,275.0,32.608000000000004,-114.6497,,
1460,Miltu,Chad,TCD,mlj,Critically endangered,,,272.0,10.2149,17.3913,,
1461,Arara do Pará,Brazil,BRA,aap,Vulnerable,Ukarãgmã,,271.0,-3.7546,-52.976000000000006,,
1462,Kaki Ae,Papua New Guinea,PNG,tbd,Vulnerable,"Raepa Tati, Tate",,266.0,-7.9653,145.7858,,
1463,Nisga'a,Canada,CAN,ncg,Severely endangered,,,265.0,55.2035,-129.07,,
1464,Bosilewa,Papua New Guinea,PNG,bwf,Vulnerable,Boselewa,,250.0,-9.449,150.661,,
1465,Caquinte Campa,Peru,PER,cot,Definitely endangered,,,250.0,-11.145999999999999,-73.4765,,
1466,Gwich'in (Canada),Canada,CAN,gwi,Severely endangered,,,250.0,67.4407,-134.8272,,
1467,Kaibobo,Indonesia,IDN,kzb,Definitely endangered,,,250.0,-3.1843,128.1829,,
1468,Kaiep,Papua New Guinea,PNG,kbw,Vulnerable,,,250.0,-3.6666,143.8166,,
1469,Kaiy,Indonesia,IDN,tcq,Vulnerable,"Taori-Kei, Todi",,250.0,-2.943,138.1777,,
1470,Laji,China,CHN,lbt,Critically endangered,,,250.0,22.5304,105.885,,
1471,Lehali,Vanuatu,VUT,tql,Vulnerable,,,250.0,-13.5205,167.2998,,
1472,Lillooet,Canada,CAN,lil,Severely endangered,,,250.0,50.3326,-122.6789,,
1473,Löyöp,Vanuatu,VUT,urr,Vulnerable,Lehalurup,,250.0,-13.5311,167.3368,,
1474,Nyangumarta,Australia,AUS,nna,Vulnerable,"Nyangumarda, Nyangumata.",,250.0,-20.016,120.4101,,
1475,Pear,Cambodia,KHM,pcb,Severely endangered,Eastern Pear,,250.0,12.4666,102.65,,
1476,Ruc,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",scb,Definitely endangered,Chut,,250.0,17.6833,105.7833,,
1477,Sause,Indonesia,IDN,sao,Severely endangered,,,250.0,-3.1706,139.7515,,
1478,Texistepecan,Mexico,MEX,poq,Severely endangered,,,250.0,17.8941,-94.8163,,
1479,Winnebago (Nebraska),United States of America,USA,win,Severely endangered,"Ho-Chunk, Hochank",,250.0,42.2475,-96.4722,,
1480,Winnebago (Wisconsin),United States of America,USA,win,Severely endangered,"Ho-Chunk, Hochank",,250.0,44.2986,-90.8508,,
1481,Zapotec of San Bartolo Yautepec,Mexico,MEX,zpb,Severely endangered,di'izhdë,,246.0,16.4333,-95.9666,,
1482,North Alaskan Inupiaq (Canada),Canada,CAN,esi,Severely endangered,"Uummarmiutun, Inupiatun",,240.0,68.3217,-133.532,,
1483,Waiwai (Guyana),Guyana,GUY,waw,Vulnerable,"Wai-Wái, Tunayana",,240.0,1.5598,-58.5131,,
1484,As,Indonesia,IDN,asz,Vulnerable,,,230.0,-0.736,131.7727,,
1485,Siglitun,Canada,CAN,ikt,Severely endangered,Western Canadian Inuktitut,,230.0,69.4386,-132.9998,,
1486,K'iche' (Mexico),Mexico,MEX,quc,Definitely endangered,"K'iché, Quiché",,226.0,19.3482,-90.7177,,
1487,Paipai,Mexico,MEX,ppi,Severely endangered,,,226.0,29.65,-115.1333,,
1488,Garuwahi,Papua New Guinea,PNG,grw,Definitely endangered,Gweda,,225.0,-10.2284,150.4083,,
1489,Picuris,United States of America,USA,twf,Vulnerable,,,225.0,36.1914,-105.7151,,
1490,Neku,New Caledonia (France),NCL,nek,Severely endangered,néku,,221.0,-21.5169,165.4568,,
1491,Tiri,New Caledonia (France),NCL,"tir, meg",Definitely endangered,mea,,221.0,-21.6141,165.7836,,
1492,Danisi,Botswana,BWA,shg,Critically endangered,Language belonging to the Shua-Tshwa cluster.,,220.0,-19.4769,25.2136,,
1493,Emplawas,Indonesia,IDN,emw,Definitely endangered,,,220.0,-8.0374,129.7375,,
1494,Musom,Papua New Guinea,PNG,msu,Definitely endangered,Misatik,,219.0,-6.5391,146.9119,,
1495,Pwaamèi,New Caledonia (France),NCL,pme,Definitely endangered,,,219.0,-20.8767,164.7413,,
1496,Karo,Brazil,BRA,arr,Vulnerable,"Arara, Arara Karo, Arara de Rondônia, Arara Tupi, Ntogapíd, Itogapúk, Ramarama, Uruku, Urumi, Ytangá",,208.0,-10.5749,-61.5893,,
1497,Cocopa (Mexico),Mexico,MEX,coc,Definitely endangered,,,206.0,32.25,-115.25,,
1498,Korúbo,Brazil,BRA,xor,Vulnerable,Caceteiros,,205.0,-5.8346,-70.9277,,
1499,Aja,Sudan,SDN,aja,Critically endangered,Adja,,200.0,8.6136,25.2465,,
1500,Antakirinya,Australia,AUS,ant,Definitely endangered,,,200.0,-26.7848,134.2968,,
1501,Bana,Lao People's Democratic Republic,LAO,phq,Severely endangered,,,200.0,20.4836,100.3161,,
1502,Baras,Indonesia,IDN,brs,Severely endangered,Ende,,200.0,-1.8838,119.3774,,
1503,Batak,Philippines,PHL,bya,Definitely endangered,,,200.0,10.1081,119.0,,
1504,Birri,Central African Republic,CAF,bvq,Critically endangered,Viri,,200.0,5.4902,26.8505,,
1505,Bonggo,Indonesia,IDN,bpg,Severely endangered,,,200.0,-2.2461,139.5208,,
1506,Central Siberian Yupik (Chukotka),Russian Federation,RUS,ess,Severely endangered,Chaplino Yupik; азиатских эскимосов язык,,200.0,64.546,-173.128,,
1507,Che Wong,Malaysia,MYS,cwg,Definitely endangered,,,200.0,3.6271,102.1907,,
1508,Defaka,Nigeria,NGA,afn,Critically endangered,Afakani,,200.0,4.538,7.5311,,
1509,Doga,Papua New Guinea,PNG,dgg,Definitely endangered,Magabara,,200.0,-9.6278,149.8384,,
1510,Dorig,Vanuatu,VUT,wwo,Definitely endangered,Wetamut,,200.0,-14.3236,167.5669,,
1511,Emae,Vanuatu,VUT,mmw,Vulnerable,Emwae,,200.0,-17.0567,168.3956,,
1512,Erokwanas,Indonesia,IDN,erw,Vulnerable,,,200.0,-2.8113,132.6708,,
1513,Gowro,Pakistan,PAK,gwf,Severely endangered,"Gabaro, Gabar Khel",,200.0,35.0254,72.9341,,
1514,Hayu,Nepal,NPL,vay,Critically endangered,"हायु; वायु; Vayu, Wayu; Wayo",,200.0,27.2912,86.0696,,
1515,Hidatsa,United States of America,USA,hid,Definitely endangered,Gros Ventre,,200.0,47.7321,-102.6758,,
1516,Ingrian,Russian Federation,RUS,izh,Severely endangered,,,200.0,59.7397,28.7017,,
1517,Iwaidja,Australia,AUS,ibd,Vulnerable,"Iwaydja, Iwaidji, Ibadjo, Eiwaja, Jiwadja, Limba, Karadjee",,200.0,-11.4592,132.55,,
1518,Kadai,Indonesia,IDN,kzd,Definitely endangered,,,200.0,-1.7465,125.2606,,
1519,Kao,Indonesia,IDN,kax,Definitely endangered,,,200.0,1.1479,127.8204,,
1520,Karo,Ethiopia,ETH,kxh,Critically endangered,,,200.0,5.2003,36.0681,,
1521,Kelo,Sudan,SDN,xel,Critically endangered,"Tornasi, Kelo-Beni Sheko, Ndu-Faa-Keelo",,200.0,9.4463,34.0219,,
1522,Kokota,Solomon Islands,SLB,kkk,Vulnerable,,,200.0,-8.0347,159.1781,,
1523,Koneraw,Indonesia,IDN,kdw,Vulnerable,,,200.0,-8.3854,137.9415,,
1524,Koroshi,Iran (Islamic Republic of),IRN,ktl,Critically endangered,,,200.0,29.8978,52.6574,,
1525,Magori,Papua New Guinea,PNG,zgr,Vulnerable,,,200.0,-10.2554,149.2108,,
1526,Maung,Australia,AUS,mph,Vulnerable,"Gunmarung, Mawung, Gun-Marung.",,200.0,-11.913,133.7255,,
1527,Mehináku,Brazil,BRA,mmh,Vulnerable,"Mehinako, Meinako, Meinaco",,200.0,-12.5423,-53.2403,,
1528,Moghol,Afghanistan,AFG,mhj,Critically endangered,Mogol; Mogholi; Mogoli,,200.0,34.3569,61.5875,,
1529,Ningalami,Afghanistan,AFG,nli,Severely endangered,Nangalami; Grangali (dialect),,200.0,35.2355,71.51,,
1530,Northern Alta,Philippines,PHL,aqn,Severely endangered,,,200.0,15.7162,121.4085,,
1531,Numbani,Papua New Guinea,PNG,sij,Vulnerable,Siboma,,200.0,-7.5177,147.2991,,
1532,Ongamo,Kenya,KEN,nsg,Critically endangered,Nagza,,200.0,-2.932,37.4853,,
1533,Orejón,Peru,PER,ore,Severely endangered,"Coto, Maijuna",,200.0,-2.7674,-72.9492,,
1534,Pacific Gulf Yupik,United States of America,USA,ems,Severely endangered,"Sugpiaq, Alutiiq, Aleut, Sugcestun, Koniag-Chugach,",,200.0,58.1938,-155.6542,,
1535,Pipil,El Salvador,SLV,ppl,Critically endangered,Náhuat,,200.0,13.722000000000001,-89.7195,,
1536,Saisiyat,China,CHN,xsy,Severely endangered,"Amutoura, Bouiok",,200.0,24.5977,121.0762,,
1537,Sauk-Fox,United States of America,USA,sac,Critically endangered,"Meskwaki, Sac, Fox, Mesquaki",,200.0,41.9637,-92.5768,,
1538,Sepa,Papua New Guinea,PNG,spe,Vulnerable,,,200.0,-4.3245,144.9755,,
1539,Shark Bay,Vanuatu,VUT,ssv,Vulnerable,Ngen,,200.0,-15.2987,167.1459,,
1540,Southern Chocho,Mexico,MEX,coz,Severely endangered,"ngigua, Chochotec, Chocholtec",,200.0,17.6608,-97.335,,
1541,Töitschu,Italy,ITA,"gsw, swg, wae",Severely endangered,,,200.0,45.6913,7.8682,,
1542,|Xaise,Botswana,BWA,shg,Critically endangered,Language belonging to the Shua-Tshwa cluster.,,200.0,-21.2458,26.1776,,
1543,Beaver,Canada,CAN,bea,Definitely endangered,,,195.0,56.481,-121.8831,,
1544,Nootka,Canada,CAN,noo,Severely endangered,Nuuchahnulth,,185.0,49.2818,-126.0627,,
1545,Tipai (Mexico),Mexico,MEX,dih,Severely endangered,"Tipai, Cochimi, Kumiai, Kumeyaay",,184.0,32.0,-116.1166,,
1546,Uru-eu-au-au,Brazil,BRA,"urz, adw",Vulnerable,"Kawahíb, Amondawa, Jupaú",,183.0,-11.6852,-63.6547,,
1547,Eastern Chocho,Mexico,MEX,coz,Severely endangered,"ngiba, Chochotec, Chocholtec",,181.0,17.7223,-97.3213,,
1548,Bahonsuai,Indonesia,IDN,bsu,Definitely endangered,,,180.0,-2.2186,121.6845,,
1549,Bedoanas,Indonesia,IDN,bed,Vulnerable,,,180.0,-2.7263,132.5582,,
1550,Jarawára,Brazil,BRA,jap,Vulnerable,,,180.0,-7.2153,-65.0115,,
1551,Keder,Indonesia,IDN,kdy,Severely endangered,,,180.0,-2.043,139.0979,,
1552,Straits Salish,"Canada, United States of America","CAN, USA",str,Severely endangered,,,180.0,48.4457,-123.4205,,
1553,Zo'é,Brazil,BRA,pto,Vulnerable,"Poturu, Jo’é",,177.0,0.7909,-57.1289,,
1554,Central Ojibwe,Canada,CAN,ojc,Definitely endangered,,,175.0,50.2275,-86.9635,,
1555,Kuurinji,Australia,AUS,gue,Definitely endangered,"Gurindji,  Gurinji, Wurlayi.  Dialects: Malngin, Wanyjirra (Wandjirra).",,175.0,-18.1047,129.8474,,
1556,Mwatebu,Papua New Guinea,PNG,mwa,Definitely endangered,,,166.0,-10.0202,151.0537,,
1557,Zazao,Solomon Islands,SLB,jaj,Critically endangered,Kilokaka,,166.0,-8.1832,159.2269,,
1558,Pije,New Caledonia (France),NCL,piz,Severely endangered,,,161.0,-20.7869,164.9487,,
1559,Aweti,Brazil,BRA,awe,Vulnerable,"Awetí, Aueti, Auetö, Awiti, Awetö",,160.0,-12.2053,-53.3705,,
1560,Koro,Vanuatu,VUT,krf,Definitely endangered,,,160.0,-14.3242,167.4728,,
1561,Meriam Mir,Australia,AUS,ulk,Definitely endangered,"Meriam, Meryam Mir, Miriam-Mir, Miriam, Mer, Mir, East Torres.  Dialects: Boigu, Bulgai, Buglial, Tagota",,160.0,-9.9201,144.0472,,
1562,Onjab,Papua New Guinea,PNG,onj,Vulnerable,Onjob,,160.0,-9.2973,149.1613,,
1563,Tsimshian,Canada,CAN,tsi,Critically endangered,,,160.0,54.5016,-130.3832,,
1564,Chihuahua Lower Pima,Mexico,MEX,pia,Definitely endangered,oob no'ok,,159.0,28.686,-106.1378,,
1565,Kaska,Canada,CAN,kkz,Severely endangered,,,155.0,61.9751,-132.4544,,
1566,Aikana,Brazil,BRA,tba,Definitely endangered,"Aikaná, Masaká, Kasupá, Huarí, Corumbiara, Mondé, Tubarão",,150.0,-12.651,-60.3918,,
1567,Aleut (Eastern),United States of America,USA,ale,Critically endangered,"Unangany, Unangan, Unanghan",,150.0,54.7212,-164.4433,,
1568,Aleut (Western),United States of America,USA,ale,Severely endangered,"Unangany, Unangan, Unanghan",,150.0,52.2304,-174.1978,,
1569,Amblong,Vanuatu,VUT,alm,Definitely endangered,,,150.0,-15.4933,166.9846,,
1570,Arguni,Indonesia,IDN,agf,Vulnerable,,,150.0,-2.6632,132.5418,,
1571,Assiniboine (United States of America),United States of America,USA,asb,Critically endangered,Nakon. A divergent dialect of the Dakotan group of Sioux dialects.,,150.0,48.4466,-114.8783,,
1572,Baki,Vanuatu,VUT,bki,Vulnerable,,,150.0,-16.7013,168.145,,
1573,Cacua,Colombia,COL,cbv,Severely endangered,"Kakwa, Macú de cubeo, Macú de guanano, Macú de desano, Bada",,150.0,0.9166,-69.5,,
1574,Camarines Norte Agta,Philippines,PHL,abd,Severely endangered,,,150.0,14.0135,122.8873,,
1575,Cubeo (Brazil),Brazil,BRA,cub,Definitely endangered,"Cubeo, Cobewa, Kubéwa, Pamíwa",,150.0,1.2713,-67.8076,,
1576,Gwich'in (United States of America),United States of America,USA,gwi,Severely endangered,"Kutchin, Tukudh",,150.0,68.1171,-145.5173,,
1577,Hiw,Vanuatu,VUT,hiw,Definitely endangered,Hiu,,150.0,-13.1343,166.5671,,
1578,Katxuyana-Xikuyána,Brazil,BRA,kbb,Vulnerable,Kaxuyána-Xikuyána,,150.0,2.043,-55.4589,,
1579,Ket,Russian Federation,RUS,ket,Severely endangered,"Northern Ket, Imbat Ket",,150.0,62.6236,87.7148,,
1580,Koyukon,United States of America,USA,koy,Critically endangered,Ten'a,,150.0,66.3375,-151.1608,,
1581,Malmariv,Vanuatu,VUT,mnl,Vulnerable,Tiale,,150.0,-15.2656,166.9104,,
1582,Mt. Iraya Agta,Philippines,PHL,atl,Definitely endangered,"Rugnot, Itbeg Rugnot",,150.0,13.459000000000001,123.5467,,
1583,Ocaina (Peru),Peru,PER,oca,Critically endangered,,,150.0,-2.8552,-71.9824,,
1584,Papapana,Papua New Guinea,PNG,ppn,Definitely endangered,,,150.0,-5.8974,155.2505,,
1585,Quechan,United States of America,USA,yum,Definitely endangered,Yuma,,150.0,32.7279,-114.7255,,
1586,Southern Ayta,Philippines,PHL,ays,Critically endangered,Sorsorgon Ayta,,150.0,13.027000000000001,124.1549,,
1587,Tundra Yukagir,Russian Federation,RUS,"omk, xcv, ykg",Critically endangered,"Northern Yukagir; Wadul; Tundra Yukaghir; Chuvan, Omok (extinct dialects); “Chuvantsy” (Russian plural ethnonym)",,150.0,69.1654,154.4732,Yukaghir,Yukaghir
1588,Tupari,Brazil,BRA,tpr,Definitely endangered,,,150.0,-12.0876,-62.4792,,
1589,Wari,Indonesia,IDN,wbe,Definitely endangered,"Waritai, Weretai",,150.0,-3.2173,138.4497,,
1590,Yavapai,United States of America,USA,yuf,Severely endangered,,,150.0,34.5638,-112.4453,,
1591,Mlabri,"Lao People's Democratic Republic, Thailand","LAO, THA",mra,Definitely endangered,"Mrabri, Phi Tong Luang",,149.0,18.4796,101.0961,,
1592,Negidal,Russian Federation,RUS,neg,Critically endangered,,,147.0,52.942,139.779,,
1593,Suarmin,Papua New Guinea,PNG,seo,Definitely endangered,"Duranmin, Akiapmin",,145.0,-5.0526,141.9818,,
1594,Kickapoo (Mexico),Mexico,MEX,kic,Critically endangered,Kikapoo,,144.0,28.0,-101.75,,
1595,Wab,Papua New Guinea,PNG,wab,Vulnerable,Som,,142.0,-5.6296,146.39,,
1596,Motocintlec,Mexico,MEX,mhc,Critically endangered,"Mochó, mocho'",,141.0,15.3709,-92.2484,,
1597,Dengalu,Papua New Guinea,PNG,ptp,Definitely endangered,,,140.0,-7.0572,146.3598,,
1598,Dimbong,Cameroon,CMR,dii,Critically endangered,,,140.0,4.7078,10.6567,,
1599,Kunbarlang,Australia,AUS,wlg,Severely endangered,"Gunbalang, Walang, Warlang, Gungalang, Gunbarlang.",,140.0,-12.0661,134.0661,,
1600,Machineri (Bolivia),Bolivia (Plurinational State of),BOL,mpd,Severely endangered,,,140.0,-11.145999999999999,-69.0161,,
1601,Taworta,Indonesia,IDN,tbp,Vulnerable,,,140.0,-3.2776,138.7902,,
1602,ǂHoa,Botswana,BWA,huc,Critically endangered,"ǂHõã, Eastern ǂHõã",,140.0,-24.1668,24.4885,,
1603,Handuri,India,IND,hii,Critically endangered,Hinduri,,138.0,31.0011,77.3107,,
1604,Suruahá,Brazil,BRA,swx,Vulnerable,"Sorowaha, Suruwaha, Zuruahã",,136.0,-6.8828,-66.9726,,
1605,Kutenai,"Canada, United States of America","CAN, USA",kut,Severely endangered,,,135.0,49.6467,-115.7372,,
1606,Nauna,Papua New Guinea,PNG,ncn,Vulnerable,,,130.0,-2.2159,148.1986,,
1607,Okanagan,"Canada, United States of America","CAN, USA",oka,Definitely endangered,,,130.0,50.3059,-119.3228,,
1608,Piu,Papua New Guinea,PNG,pix,Definitely endangered,"Sanbiau, Lanzog, Kuruko",,130.0,-6.9591,146.4257,,
1609,Ocaina (Colombia),Colombia,COL,oca,Severely endangered,okaina,,126.0,-2.0,-71.5,,
1610,Yuki,Bolivia (Plurinational State of),BOL,yuq,Severely endangered,Yuqui,,125.0,-16.2463,-65.0061,,
1611,Asurini do Xingu,Brazil,BRA,asn,Vulnerable,Awaeté,,124.0,-3.9095,-52.4707,,
1612,Nahukwa,Brazil,BRA,mzo,Definitely endangered,"Nahuqua, Nahukua",,124.0,-12.1043,-53.2944,,
1613,Aputai,Indonesia,IDN,apx,Critically endangered,,,120.0,-7.6511,126.4086,,
1614,Budibud,Papua New Guinea,PNG,btp,Vulnerable,,,120.0,-9.2973,153.6891,,
1615,Capanahua,Peru,PER,kaq,Severely endangered,,,120.0,-6.5991,-74.2895,,
1616,Dâw,Brazil,BRA,kwa,Vulnerable,Kamã,,120.0,0.2197,-68.7744,,
1617,Ili Turk,China,CHN,ili,Severely endangered,,,120.0,44.0244,81.145,,
1618,Lamu,China,CHN,llh,Critically endangered,,,120.0,26.2434,100.8654,,
1619,Obokuitai,Indonesia,IDN,afz,Vulnerable,"Obogwitai, Ati, Aliki",,120.0,-2.9046,138.0816,,
1620,Polonomombauk,Vanuatu,VUT,plb,Definitely endangered,,,120.0,-15.4907,167.0814,,
1621,Samre,Cambodia,KHM,sxm,Critically endangered,,,120.0,12.1166,103.0833,,
1622,Tutuba,Vanuatu,VUT,tmi,Definitely endangered,,,120.0,-15.5727,167.275,,
1623,Northern Tutchone,Canada,CAN,ttm,Definitely endangered,,,115.0,62.8255,-136.5838,,
1624,Dubu,Indonesia,IDN,dmu,Vulnerable,,,110.0,-3.5134,140.8612,,
1625,Haisla,Canada,CAN,has,Critically endangered,,,110.0,53.9745,-128.6443,,
1626,Heiltsuk,Canada,CAN,hei,Critically endangered,,,105.0,52.1591,-128.1546,,
1627,Kwegu,Ethiopia,ETH,xwg,Critically endangered,Koegu,,103.0,5.4191,36.0791,,
1628,Adnyamathanha,Australia,AUS,adt,Definitely endangered,,,100.0,-30.6,138.6035,,
1629,Ainbai,Papua New Guinea,PNG,aic,Severely endangered,,,100.0,-3.1,141.2,,
1630,Arem,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",aem,Severely endangered,Hareme,,100.0,18.1771,105.3369,,
1631,Banawá Yafi,Brazil,BRA,jaa,Vulnerable,,,100.0,-6.6427,-64.5996,,
1632,Bara (Colombia),Colombia,COL,"pok, bao",Critically endangered,"Barasano del norte, Bará-maxsá, Posánga-mira, wáimaja, waimasa",,100.0,0.05,-70.1733,,
1633,Bikaru,Papua New Guinea,PNG,bic,Severely endangered,,,100.0,-4.8,143.0,,
1634,Boor,Chad,TCD,bvf,Critically endangered,,,100.0,10.2149,17.3721,,
1635,Burate,Indonesia,IDN,bti,Severely endangered,,,100.0,-2.7811,135.9915,,
1636,Callahuaya,Bolivia (Plurinational State of),BOL,caw,Critically endangered,Machaq Juyay,,100.0,-15.1357,-69.1699,,
1637,Comanche,United States of America,USA,com,Severely endangered,,,100.0,34.6086,-98.3904,,
1638,Djinang,Australia,AUS,dji,Definitely endangered,,,100.0,-12.3507,135.1098,,
1639,Dulbu,Nigeria,NGA,dbo,Critically endangered,,,100.0,9.985,10.0579,,
1640,Ghomara,Morocco,MAR,gho,Critically endangered,"Gomera, Ghmara,",,100.0,35.0108,-5.5151,Ghomara,Afroasiatic
1641,Itelmen,Russian Federation,RUS,itl,Critically endangered,,,100.0,57.1496,156.9012,,
1642,Jebero,Peru,PER,jeb,Critically endangered,Shiwilu,,100.0,-5.3097,-75.9814,,
1643,Jilbe,Nigeria,NGA,jie,Critically endangered,Zoulbou,,100.0,11.749,14.5458,,
1644,Kalamo,Papua New Guinea,PNG,kkc,Severely endangered,Odoodee,,100.0,-6.7,142.5,,
1645,Kanowit,Malaysia,MYS,kxn,Severely endangered,,,100.0,2.0652,112.1489,,
1646,Karas,Indonesia,IDN,kgv,Severely endangered,,,100.0,-3.4585,132.6599,,
1647,Kiong,Nigeria,NGA,kkm,Critically endangered,Akayon,,100.0,5.2906,8.3523,,
1648,Kofei,Indonesia,IDN,kpi,Severely endangered,,,100.0,-2.3833,136.7907,,
1649,Likum,Papua New Guinea,PNG,lib,Definitely endangered,,,100.0,-2.1651,146.6921,,
1650,Maricopa,United States of America,USA,mrc,Severely endangered,,,100.0,33.3772,-112.1676,,
1651,Mohave (Arizona),United States of America,USA,mov,Severely endangered,Mojave,,100.0,34.0231,-114.5045,,
1652,Mohave (California),United States of America,USA,mov,Severely endangered,Mojave,,100.0,34.6905,-114.598,,
1653,Molo,Sudan,SDN,zmo,Critically endangered,"Malkan, Tura-Ka-Molo",,100.0,10.898,34.2773,,
1654,Mvanip,Nigeria,NGA,mcj,Critically endangered,,,100.0,6.7027,11.2225,,
1655,Nafi,Papua New Guinea,PNG,srf,Severely endangered,Sirak,,100.0,-6.3999,146.80200000000002,,
